datetime,AQI,dew_point_2m,南京_AQI,南通_AQI,PM10_lag_48h,wind_speed_10m_lag_3h,AQI_rolling_std_6h,AQI_rolling_std_12h,PM2.5_rolling_std_6h,PM2.5_rolling_std_24h,AQI_change_1h,AQI_pct_change_3h,AQI_change_6h,AQI_pct_change_6h,AQI_change_24h,AQI_pct_change_24h,PM2.5_change_3h,PM2.5_change_6h,temperature_2m_change_24h,wind_u,wind_v
2025-07-24 03:00:00,32.0,24.5,14.0,12.0,23.0,13.6,3.847076812333502,8.197560612767731,1.095445115009812,1.241572380611906,10.0,33.33333333333333,4.0,14.28571428571428,,3.2258064516129004,,3.0,0.0,8.993683389297837,-3.633683956134347
2025-07-24 04:00:00,28.0,24.5,16.0,11.0,17.0,12.0,3.847076812333515,7.392871259162202,0.5477225575041762,1.222322030505362,-4.0,7.692307692307687,4.0,16.666666666666675,4.0,16.666666666666675,1.0,3.0,0.1999999999999993,9.360633898433235,-3.2231247291258507
2025-07-24 05:00:00,22.0,24.5,16.0,13.0,17.0,10.1,4.242640687118596,6.5435603319739615,0.5477225575041932,1.196173080929071,-6.0,0.0,-2.0,-8.333333333333337,-1.0,-4.347826086956519,1.0,1.0,0.1999999999999993,10.23246088880448,-3.128377240533282
2025-07-24 06:00:00,26.0,24.5,18.0,15.0,21.0,9.7,3.794733192201439,4.534714584583903,1.095445115009957,1.2730095677949054,4.0,-18.75,,8.333333333333325,-4.0,-13.33333333333333,2.0,,0.1000000000000014,12.238826880281591,-4.944807033090039
2025-07-24 07:00:00,29.0,24.3,19.0,19.0,23.0,9.9,3.9874804074747976,3.2669140289773453,1.8348478592695112,1.5729934203323157,3.0,3.571428571428581,3.0,11.538461538461542,3.0,11.538461538461542,4.0,5.0,0.0999999999999978,14.00579848468858,-9.095471884750951
2025-07-24 08:00:00,33.0,23.9,19.0,18.0,19.0,10.7,4.0331955899338965,3.6902820784031527,3.2041639575193432,2.3338038298492183,4.0,50.0,11.0,50.0,8.0,32.00000000000001,8.0,9.0,0.1000000000000014,11.50495700265814,-8.98865753975461
2025-07-24 09:00:00,38.0,23.7,18.0,20.0,22.0,13.2,5.573747990953873,5.025390079839274,3.920034013457808,2.9828230255236736,5.0,46.153846153846146,6.0,18.75,11.0,40.74074074074075,7.0,9.0,-0.1000000000000014,11.26861644112608,-9.12514567022264
2025-07-24 10:00:00,29.0,23.1,22.0,16.0,23.0,16.7,5.540758070877638,4.887832760120844,3.7103458958251094,3.370413000580113,-9.0,0.0,1.0,3.571428571428581,2.0,7.407407407407418,4.0,8.0,0.0,11.63195902890368,-8.144785396184854
2025-07-24 11:00:00,30.0,22.5,20.0,15.0,25.0,14.6,4.167333280008031,4.717472358641524,2.732520204255829,3.611575592574865,1.0,-9.090909090909092,8.0,36.36363636363635,3.0,11.111111111111116,-1.0,7.0,0.0,12.38150220388382,-7.73682125780479
2025-07-24 12:00:00,35.0,22.0,22.0,17.0,25.0,14.5,3.669695718538887,4.858606858561596,1.7511900715417474,3.891817706329695,5.0,-7.8947368421052655,9.0,34.61538461538463,3.0,9.375,-1.0,6.0,-0.3000000000000042,12.60035932032105,-7.571059701177798
2025-07-24 13:00:00,34.0,21.6,23.0,16.0,21.0,14.2,3.3115957885380154,4.932882862316357,1.0327955589885225,3.997034473830931,-1.0,17.24137931034482,5.0,17.24137931034482,-3.0,-8.108108108108103,-2.0,2.0,0.1999999999999957,12.686076050391264,-7.6225635086688035
2025-07-24 14:00:00,38.0,21.2,24.0,17.0,18.0,14.6,3.847076812333767,4.783177592227658,1.4719601443878758,3.9762138624392978,4.0,26.66666666666666,5.0,15.15151515151516,-1.0,-2.564102564102566,-2.0,-3.0,0.2000000000000028,13.332508652169796,-7.089020598066953
2025-07-24 15:00:00,38.0,21.3,26.0,19.0,25.0,14.7,3.847076812333767,5.175700801619006,1.9407902170678577,3.930221408040264,0.0,8.571428571428562,0.0,0.0,-3.0,-7.317073170731703,-5.0,-6.0,-0.3999999999999986,16.15094137840159,-6.199765527133695
2025-07-24 16:00:00,36.0,21.5,30.0,20.0,,14.8,2.9944392908628017,5.175700801618998,2.6076809620809724,3.8806299150475336,-2.0,5.882352941176472,7.0,24.13793103448276,-7.0,-16.279069767441857,-5.0,-7.0,-0.0999999999999943,15.777509207802709,-6.056418347315574
2025-07-24 17:00:00,31.0,21.5,34.0,21.0,29.0,15.1,2.658320271649549,4.077841080619564,3.3266599866331563,3.837097882269251,-5.0,-18.42105263157895,1.0,3.3333333333333437,-12.0,-27.906976744186053,-6.0,-8.0,0.0,16.544072278160517,-5.058030491703344
2025-07-24 18:00:00,27.0,22.2,38.0,24.0,30.0,17.3,4.335896677735313,3.927370930309877,2.804757862394901,3.8571324005980983,-4.0,-28.947368421052634,-8.0,-22.857142857142858,-16.0,-37.2093023255814,-3.0,-8.0,-0.5,18.699883153639576,-6.806200852180807
