datetime,AQI_target,AQI_lag_6h,AQI_yesterday_same_hour,AQI_rolling_mean_24h,AQI_trend_24h,PM2.5_current,PM10_current,wind_speed,is_low_wind,pressure,pressure_change_24h,temperature,temp_daily_range,humidity,is_high_humidity,dew_point,hour_sin,hour_cos,is_rush_hour,is_weekend,is_heating_season,month_sin,month_cos
2025-01-02 07:00:00,88.0,110.0,72.0,96.33333333333333,38.0,83.0,128.0,5.9,0,1022.9,0.2999999999999545,1.0,12.0,84.0,1,-1.4,0.9659258262890683,-0.25881904510252063,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 08:00:00,93.0,108.0,75.0,97.70833333333333,33.0,81.0,119.0,5.6,0,1023.0,0.39999999999997726,0.5,12.0,87.0,1,-1.5,0.8660254037844387,-0.49999999999999983,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 09:00:00,99.0,103.0,78.0,98.75,25.0,77.0,115.0,4.7,0,1022.8,0.39999999999997726,0.2,12.0,90.0,1,-1.4,0.7071067811865476,-0.7071067811865475,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 10:00:00,96.0,95.0,95.0,98.75,0.0,71.0,105.0,4.4,0,1022.4,0.2999999999999545,-0.2,12.0,93.0,1,-1.2,0.49999999999999994,-0.8660254037844387,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 11:00:00,90.0,91.0,103.0,98.25,-12.0,68.0,99.0,5.6,0,1021.8,-0.3000000000000682,-0.7,12.0,95.0,1,-1.4,0.258819045102521,-0.9659258262890682,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 12:00:00,83.0,89.0,113.0,97.25,-24.0,66.0,97.0,3.9,0,1022.3,-0.10000000000002274,-0.6,12.0,95.0,1,-1.3,1.2246467991473532e-16,-1.0,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 13:00:00,86.0,88.0,120.0,95.91666666666667,-32.0,65.0,95.0,3.6,0,1023.8,1.099999999999909,-0.9,12.0,97.0,1,-1.4,-0.2588190451025208,-0.9659258262890683,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 14:00:00,86.0,93.0,120.0,94.79166666666667,-27.0,69.0,106.0,4.9,0,1024.1,0.9999999999998863,0.7,12.0,98.0,1,0.3,-0.4999999999999998,-0.8660254037844388,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 15:00:00,89.0,99.0,126.0,93.66666666666667,-27.0,74.0,117.0,3.1,0,1025.1,1.599999999999909,2.4,12.0,91.0,1,1.1,-0.7071067811865471,-0.7071067811865479,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 16:00:00,90.0,96.0,124.0,92.5,-28.0,72.0,115.0,1.0,1,1025.5,1.7999999999999545,5.3,12.0,78.0,0,1.9,-0.8660254037844384,-0.5000000000000004,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 17:00:00,93.0,90.0,109.0,91.70833333333333,-19.0,67.0,103.0,2.1,0,1025.3,2.099999999999909,8.0,12.0,68.0,0,2.5,-0.9659258262890683,-0.25881904510252063,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 18:00:00,98.0,83.0,98.0,91.08333333333333,-15.0,61.0,97.0,4.2,0,1024.4,2.2000000000000455,9.8,12.0,62.0,0,2.8,-1.0,-1.8369701987210297e-16,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 19:00:00,88.0,86.0,85.0,91.125,1.0,64.0,94.0,5.6,0,1023.8,2.599999999999909,10.7,12.0,55.0,0,2.0,-0.9659258262890684,0.2588190451025203,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 20:00:00,84.0,86.0,75.0,91.58333333333333,11.0,64.0,91.0,6.4,0,1023.4,3.2999999999999545,11.1,12.0,51.0,0,1.3,-0.8660254037844386,0.5000000000000001,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 21:00:00,85.0,89.0,76.0,92.125,13.0,66.0,94.0,7.7,0,1023.3,3.7999999999999545,10.8,12.0,50.0,0,0.9,-0.7071067811865477,0.7071067811865474,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 22:00:00,90.0,90.0,75.0,92.75,15.0,67.0,101.0,9.8,0,1023.5,3.8999999999999773,9.9,12.0,56.0,0,1.5,-0.5000000000000004,0.8660254037844384,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-02 23:00:00,95.0,93.0,76.0,93.45833333333333,17.0,69.0,108.0,7.8,0,1024.3,4.5,7.6,12.0,67.0,0,2.0,-0.25881904510252157,0.9659258262890681,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 00:00:00,129.0,98.0,77.0,94.33333333333333,21.0,73.0,112.0,7.1,0,1025.4,4.7000000000000455,6.0,12.0,74.0,0,1.6,0.0,1.0,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 01:00:00,136.0,88.0,83.0,94.54166666666667,5.0,65.0,113.0,6.5,0,1026.0,4.600000000000023,4.8,12.0,79.0,0,1.5,0.25881904510252074,0.9659258262890683,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 02:00:00,149.0,84.0,91.0,94.25,-7.0,61.0,118.0,7.0,0,1026.2,4.400000000000091,4.0,12.0,83.0,1,1.4,0.49999999999999994,0.8660254037844387,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 03:00:00,156.0,85.0,99.0,93.66666666666667,-14.0,63.0,117.0,7.2,0,1026.0,4.2999999999999545,4.9,12.0,74.0,0,0.6,0.7071067811865475,0.7071067811865476,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 04:00:00,151.0,90.0,99.0,93.29166666666667,-9.0,67.0,120.0,9.1,0,1026.5,4.2999999999999545,4.8,12.0,71.0,0,0.1,0.8660254037844386,0.5000000000000001,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 05:00:00,114.0,95.0,99.0,93.125,-4.0,71.0,121.0,7.9,0,1026.6,4.099999999999909,3.9,12.0,76.0,0,0.1,0.9659258262890683,0.25881904510252074,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 06:00:00,89.0,129.0,106.0,94.08333333333333,23.0,98.0,133.0,7.9,0,1026.9,4.2000000000000455,3.5,9.100000000000001,78.0,0,0.1,1.0,6.123233995736766e-17,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 07:00:00,81.0,136.0,110.0,95.16666666666667,26.0,104.0,131.0,7.0,0,1027.0,4.100000000000023,3.4,9.100000000000001,82.0,1,0.6,0.9659258262890683,-0.25881904510252063,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 08:00:00,73.0,149.0,108.0,96.875,41.0,114.0,148.0,7.2,0,1027.2,4.2000000000000455,3.1,9.100000000000001,91.0,1,1.8,0.8660254037844387,-0.49999999999999983,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 09:00:00,69.0,156.0,103.0,99.08333333333333,53.0,119.0,152.0,7.9,0,1026.9,4.100000000000136,2.5,9.100000000000001,95.0,1,1.8,0.7071067811865476,-0.7071067811865475,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 10:00:00,66.0,151.0,95.0,101.41666666666667,56.0,116.0,152.0,8.4,0,1026.6,4.199999999999932,2.2,9.100000000000001,94.0,1,1.4,0.49999999999999994,-0.8660254037844387,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 11:00:00,61.0,114.0,91.0,102.375,23.0,86.0,126.0,9.3,0,1026.9,5.100000000000136,1.9,9.100000000000001,93.0,1,0.9,0.258819045102521,-0.9659258262890682,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 12:00:00,66.0,89.0,89.0,102.375,0.0,66.0,100.0,9.2,0,1027.5,5.2000000000000455,1.6,9.100000000000001,91.0,1,0.3,1.2246467991473532e-16,-1.0,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 13:00:00,74.0,81.0,88.0,102.08333333333333,-7.0,60.0,87.0,8.2,0,1028.1,4.2999999999999545,1.2,9.100000000000001,90.0,1,-0.2,-0.2588190451025208,-0.9659258262890683,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 14:00:00,78.0,73.0,93.0,101.25,-20.0,53.0,85.0,9.0,0,1028.4,4.300000000000182,2.0,9.100000000000001,86.0,1,-0.1,-0.4999999999999998,-0.8660254037844388,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 15:00:00,76.0,69.0,99.0,100.0,-30.0,50.0,85.0,7.1,0,1029.3,4.2000000000000455,3.8,9.100000000000001,80.0,0,0.6,-0.7071067811865471,-0.7071067811865479,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 16:00:00,71.0,66.0,96.0,98.75,-30.0,48.0,82.0,7.4,0,1029.4,3.900000000000091,5.9,9.100000000000001,68.0,0,0.5,-0.8660254037844384,-0.5000000000000004,0,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 17:00:00,66.0,61.0,90.0,97.54166666666667,-29.0,44.0,71.0,8.0,0,1029.2,3.900000000000091,7.8,9.100000000000001,58.0,0,0.0,-0.9659258262890683,-0.25881904510252063,1,0,1,0.49999999999999994,0.8660254037844387
2025-01-03 18:00:00,66.0,66.0,83.0,96.83333333333333,-17.0,48.0,75.0,7.4,0,1028.2,3.7999999999999545,9.1,9.100000000000001,51.0,0,-0.4,-1.0,-1.8369701987210297e-16,1,0,1,0.49999999999999994,0.8660254037844387
